LOCALITA',STAZIONE,STATO,SPECIE,PARAMETRO,TIPO DATO,UNITA' DI MISURA,DATA,ANNO,MESE,DATO,LATITUDINE,LONGITUDINE,CHIAVE
Barcola - Trieste,ex CEDAS,attiva,,nitrati,nutrienti,µM-N,06/07/2015,2015,7,"3,3",45.68695,13.745716666666667,11634219118
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,altezza onda,ambientali,m,29/06/2010,2010,6,ASSENTE,45.78403333333333,13.545166666666667,11694035824
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,provenienza onda,ambientali,,29/06/2010,2010,6,ASSENTE,45.78403333333333,13.545166666666667,11694035825
Barcola - Trieste,ex CEDAS,attiva,,fosfati,nutrienti,µM-P,06/07/2015,2015,7,"0,08",45.68695,13.745716666666667,11634219119
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,ammonio,nutrienti,µM-N,06/07/2015,2015,7,"1,23",45.749116666666666,13.655783333333334,11664219116
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,direzione vento,ambientali,,30/06/2010,2010,6,O,45.76586666666667,13.527766666666666,11704035922
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitriti,nutrienti,µM-N,06/07/2015,2015,7,"0,16",45.749116666666666,13.655783333333334,11664219117
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,altezza onda,ambientali,m,30/06/2010,2010,6,ASSENTE,45.76586666666667,13.527766666666666,11704035924
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,provenienza onda,ambientali,,30/06/2010,2010,6,ASSENTE,45.76586666666667,13.527766666666666,11704035925
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitrati,nutrienti,µM-N,06/07/2015,2015,7,"6,41",45.749116666666666,13.655783333333334,11664219118
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,fosfati,nutrienti,µM-P,06/07/2015,2015,7,"0,11",45.749116666666666,13.655783333333334,11664219119
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,ammonio,nutrienti,µM-N,06/07/2015,2015,7,"0,62",45.76743333333334,13.6308,11674219116
Grado,Spiaggia - Lido del Carabiniere,dismessa,,direzione vento,ambientali,,30/06/2010,2010,6,SO,45.6865,13.4451,11714035922
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitriti,nutrienti,µM-N,06/07/2015,2015,7,"0,04",45.76743333333334,13.6308,11674219117
Grado,Spiaggia - Lido del Carabiniere,dismessa,,altezza onda,ambientali,m,30/06/2010,2010,6,ASSENTE,45.6865,13.4451,11714035924
Grado,Spiaggia - Lido del Carabiniere,dismessa,,provenienza onda,ambientali,,30/06/2010,2010,6,ASSENTE,45.6865,13.4451,11714035925
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitrati,nutrienti,µM-N,06/07/2015,2015,7,"3,96",45.76743333333334,13.6308,11674219118
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,fosfati,nutrienti,µM-P,06/07/2015,2015,7,"0,05",45.76743333333334,13.6308,11674219119
Lignano Sabbiadoro,Spiaggia,dismessa,,direzione vento,ambientali,,30/06/2010,2010,6,ENE,45.66175,13.10955,11734035922
Punta Sottile - Muggia,Terrazza mare,attiva,,ammonio,nutrienti,µM-N,17/08/2015,2015,8,"0,51",45.60555,13.72195,11614223316
Lignano Sabbiadoro,Spiaggia,dismessa,,altezza onda,ambientali,m,30/06/2010,2010,6,ASSENTE,45.66175,13.10955,11734035924
Lignano Sabbiadoro,Spiaggia,dismessa,,provenienza onda,ambientali,,30/06/2010,2010,6,ASSENTE,45.66175,13.10955,11734035925
Punta Sottile - Muggia,Terrazza mare,attiva,,nitriti,nutrienti,µM-N,17/08/2015,2015,8,"0,03",45.60555,13.72195,11614223317
Punta Sottile - Muggia,Terrazza mare,attiva,,nitrati,nutrienti,µM-N,17/08/2015,2015,8,"0,27",45.60555,13.72195,11614223318
Punta Sottile - Muggia,Terrazza mare,attiva,,direzione vento,ambientali,,20/07/2010,2010,7,NNO,45.60555,13.72195,11614037922
Punta Sottile - Muggia,Terrazza mare,attiva,,fosfati,nutrienti,µM-P,17/08/2015,2015,8,"0,03",45.60555,13.72195,11614223319
Punta Sottile - Muggia,Terrazza mare,attiva,,altezza onda,ambientali,m,20/07/2010,2010,7,ASSENTE,45.60555,13.72195,11614037924
Punta Sottile - Muggia,Terrazza mare,attiva,,provenienza onda,ambientali,,20/07/2010,2010,7,ASSENTE,45.60555,13.72195,11614037925
Barcola - Trieste,ex CEDAS,attiva,,ammonio,nutrienti,µM-N,17/08/2015,2015,8,"1,74",45.68695,13.745716666666667,11634223316
Barcola - Trieste,ex CEDAS,attiva,,nitriti,nutrienti,µM-N,17/08/2015,2015,8,"0,04",45.68695,13.745716666666667,11634223317
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,direzione vento,ambientali,,20/07/2010,2010,7,NNO,45.64816666666667,13.753766666666667,11624037922
Barcola - Trieste,ex CEDAS,attiva,,nitrati,nutrienti,µM-N,17/08/2015,2015,8,"0,74",45.68695,13.745716666666667,11634223318
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,altezza onda,ambientali,m,20/07/2010,2010,7,ASSENTE,45.64816666666667,13.753766666666667,11624037924
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,provenienza onda,ambientali,,20/07/2010,2010,7,ASSENTE,45.64816666666667,13.753766666666667,11624037925
Barcola - Trieste,ex CEDAS,attiva,,fosfati,nutrienti,µM-P,17/08/2015,2015,8,"0,03",45.68695,13.745716666666667,11634223319
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,ammonio,nutrienti,µM-N,17/08/2015,2015,8,"1,51",45.749116666666666,13.655783333333334,11664223316
Barcola - Trieste,ex CEDAS,attiva,,direzione vento,ambientali,,20/07/2010,2010,7,S,45.68695,13.745716666666667,11634037922
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitriti,nutrienti,µM-N,17/08/2015,2015,8,"0,13",45.749116666666666,13.655783333333334,11664223317
Barcola - Trieste,ex CEDAS,attiva,,altezza onda,ambientali,m,20/07/2010,2010,7,ASSENTE,45.68695,13.745716666666667,11634037924
Barcola - Trieste,ex CEDAS,attiva,,provenienza onda,ambientali,,20/07/2010,2010,7,ASSENTE,45.68695,13.745716666666667,11634037925
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitrati,nutrienti,µM-N,17/08/2015,2015,8,"2,56",45.749116666666666,13.655783333333334,11664223318
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,fosfati,nutrienti,µM-P,17/08/2015,2015,8,"0,08",45.749116666666666,13.655783333333334,11664223319
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,direzione vento,ambientali,,21/07/2010,2010,7,ASSENTE,45.74101666666667,13.668983333333333,11654038022
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,ammonio,nutrienti,µM-N,17/08/2015,2015,8,"1,17",45.76743333333334,13.6308,11674223316
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,altezza onda,ambientali,m,21/07/2010,2010,7,ASSENTE,45.74101666666667,13.668983333333333,11654038024
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,provenienza onda,ambientali,,21/07/2010,2010,7,ASSENTE,45.74101666666667,13.668983333333333,11654038025
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitriti,nutrienti,µM-N,17/08/2015,2015,8,"0,02",45.76743333333334,13.6308,11674223317
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitrati,nutrienti,µM-N,17/08/2015,2015,8,"0,72",45.76743333333334,13.6308,11674223318
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,direzione vento,ambientali,,21/07/2010,2010,7,ASSENTE,45.749116666666666,13.655783333333334,11664038022
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,fosfati,nutrienti,µM-P,17/08/2015,2015,8,"0,05",45.76743333333334,13.6308,11674223319
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,altezza onda,ambientali,m,21/07/2010,2010,7,ASSENTE,45.749116666666666,13.655783333333334,11664038024
Punta Sottile - Muggia,Terrazza mare,attiva,,ammonio,nutrienti,µM-N,08/09/2015,2015,9,"0,96",45.60555,13.72195,11614225516
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,provenienza onda,ambientali,,21/07/2010,2010,7,ASSENTE,45.749116666666666,13.655783333333334,11664038025
Punta Sottile - Muggia,Terrazza mare,attiva,,nitriti,nutrienti,µM-N,08/09/2015,2015,9,"0,04",45.60555,13.72195,11614225517
Punta Sottile - Muggia,Terrazza mare,attiva,,nitrati,nutrienti,µM-N,08/09/2015,2015,9,"1,08",45.60555,13.72195,11614225518
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,direzione vento,ambientali,,21/07/2010,2010,7,SO,45.76743333333334,13.6308,11674038022
Punta Sottile - Muggia,Terrazza mare,attiva,,fosfati,nutrienti,µM-P,08/09/2015,2015,9,"0,04",45.60555,13.72195,11614225519
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,altezza onda,ambientali,m,21/07/2010,2010,7,ASSENTE,45.76743333333334,13.6308,11674038024
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,provenienza onda,ambientali,,21/07/2010,2010,7,ASSENTE,45.76743333333334,13.6308,11674038025
Barcola - Trieste,ex CEDAS,attiva,,ammonio,nutrienti,µM-N,08/09/2015,2015,9,"1,3",45.68695,13.745716666666667,11634225516
Barcola - Trieste,ex CEDAS,attiva,,nitriti,nutrienti,µM-N,08/09/2015,2015,9,"0,05",45.68695,13.745716666666667,11634225517
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,direzione vento,ambientali,,21/07/2010,2010,7,SE,45.78403333333333,13.545166666666667,11694038022
Barcola - Trieste,ex CEDAS,attiva,,nitrati,nutrienti,µM-N,08/09/2015,2015,9,"0,75",45.68695,13.745716666666667,11634225518
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,altezza onda,ambientali,m,21/07/2010,2010,7,ASSENTE,45.78403333333333,13.545166666666667,11694038024
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,provenienza onda,ambientali,,21/07/2010,2010,7,ASSENTE,45.78403333333333,13.545166666666667,11694038025
Barcola - Trieste,ex CEDAS,attiva,,fosfati,nutrienti,µM-P,08/09/2015,2015,9,"0,11",45.68695,13.745716666666667,11634225519
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,ammonio,nutrienti,µM-N,08/09/2015,2015,9,"1,2",45.749116666666666,13.655783333333334,11664225516
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,direzione vento,ambientali,,22/07/2010,2010,7,SO,45.76586666666667,13.527766666666666,11704038122
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitriti,nutrienti,µM-N,08/09/2015,2015,9,"0,1",45.749116666666666,13.655783333333334,11664225517
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,altezza onda,ambientali,m,22/07/2010,2010,7,ASSENTE,45.76586666666667,13.527766666666666,11704038124
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,provenienza onda,ambientali,,22/07/2010,2010,7,ASSENTE,45.76586666666667,13.527766666666666,11704038125
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitrati,nutrienti,µM-N,08/09/2015,2015,9,"0,9",45.749116666666666,13.655783333333334,11664225518
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,fosfati,nutrienti,µM-P,08/09/2015,2015,9,"0,04",45.749116666666666,13.655783333333334,11664225519
Grado,Spiaggia - Lido del Carabiniere,dismessa,,direzione vento,ambientali,,22/07/2010,2010,7,SSO,45.6865,13.4451,11714038122
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,ammonio,nutrienti,µM-N,08/09/2015,2015,9,"1,94",45.76743333333334,13.6308,11674225516
Grado,Spiaggia - Lido del Carabiniere,dismessa,,altezza onda,ambientali,m,22/07/2010,2010,7,ASSENTE,45.6865,13.4451,11714038124
Grado,Spiaggia - Lido del Carabiniere,dismessa,,provenienza onda,ambientali,,22/07/2010,2010,7,ASSENTE,45.6865,13.4451,11714038125
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitriti,nutrienti,µM-N,08/09/2015,2015,9,"0,09",45.76743333333334,13.6308,11674225517
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitrati,nutrienti,µM-N,08/09/2015,2015,9,"1,52",45.76743333333334,13.6308,11674225518
Lignano Sabbiadoro,Spiaggia,dismessa,,direzione vento,ambientali,,22/07/2010,2010,7,SE,45.66175,13.10955,11734038122
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,fosfati,nutrienti,µM-P,08/09/2015,2015,9,"0,05",45.76743333333334,13.6308,11674225519
Lignano Sabbiadoro,Spiaggia,dismessa,,altezza onda,ambientali,m,22/07/2010,2010,7,ASSENTE,45.66175,13.10955,11734038124
Lignano Sabbiadoro,Spiaggia,dismessa,,provenienza onda,ambientali,,22/07/2010,2010,7,ASSENTE,45.66175,13.10955,11734038125
Punta Sottile - Muggia,Terrazza mare,attiva,,ammonio,nutrienti,µM-N,16/05/2016,2016,5,"0,94",45.60555,13.72195,11614250616
Punta Sottile - Muggia,Terrazza mare,attiva,,nitriti,nutrienti,µM-N,16/05/2016,2016,5,"0,07",45.60555,13.72195,11614250617
Punta Sottile - Muggia,Terrazza mare,attiva,,direzione vento,ambientali,,17/08/2010,2010,8,ONO,45.60555,13.72195,11614040722
Punta Sottile - Muggia,Terrazza mare,attiva,,nitrati,nutrienti,µM-N,16/05/2016,2016,5,"4,19",45.60555,13.72195,11614250618
Punta Sottile - Muggia,Terrazza mare,attiva,,altezza onda,ambientali,m,17/08/2010,2010,8,ASSENTE,45.60555,13.72195,11614040724
Punta Sottile - Muggia,Terrazza mare,attiva,,provenienza onda,ambientali,,17/08/2010,2010,8,ASSENTE,45.60555,13.72195,11614040725
Punta Sottile - Muggia,Terrazza mare,attiva,,fosfati,nutrienti,µM-P,16/05/2016,2016,5,"0,01",45.60555,13.72195,11614250619
Barcola - Trieste,ex CEDAS,attiva,,ammonio,nutrienti,µM-N,16/05/2016,2016,5,"1,05",45.68695,13.745716666666667,11634250616
Barcola - Trieste,ex CEDAS,attiva,,nitriti,nutrienti,µM-N,16/05/2016,2016,5,"0,07",45.68695,13.745716666666667,11634250617
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,direzione vento,ambientali,,17/08/2010,2010,8,O,45.64816666666667,13.753766666666667,11624040722
Barcola - Trieste,ex CEDAS,attiva,,nitrati,nutrienti,µM-N,16/05/2016,2016,5,"5,55",45.68695,13.745716666666667,11634250618
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,altezza onda,ambientali,m,17/08/2010,2010,8,ASSENTE,45.64816666666667,13.753766666666667,11624040724
Trieste,"Stabilimento balneare ""Lanterna""",dismessa,,provenienza onda,ambientali,,17/08/2010,2010,8,ASSENTE,45.64816666666667,13.753766666666667,11624040725
Barcola - Trieste,ex CEDAS,attiva,,fosfati,nutrienti,µM-P,16/05/2016,2016,5,"0,06",45.68695,13.745716666666667,11634250619
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,ammonio,nutrienti,µM-N,16/05/2016,2016,5,"1,28",45.749116666666666,13.655783333333334,11664250616
Barcola - Trieste,ex CEDAS,attiva,,direzione vento,ambientali,,17/08/2010,2010,8,S,45.68695,13.745716666666667,11634040722
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitriti,nutrienti,µM-N,16/05/2016,2016,5,"0,05",45.749116666666666,13.655783333333334,11664250617
Barcola - Trieste,ex CEDAS,attiva,,altezza onda,ambientali,m,17/08/2010,2010,8,ASSENTE,45.68695,13.745716666666667,11634040724
Barcola - Trieste,ex CEDAS,attiva,,provenienza onda,ambientali,,17/08/2010,2010,8,ASSENTE,45.68695,13.745716666666667,11634040725
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitrati,nutrienti,µM-N,16/05/2016,2016,5,"6,19",45.749116666666666,13.655783333333334,11664250618
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,fosfati,nutrienti,µM-P,16/05/2016,2016,5,"0,11",45.749116666666666,13.655783333333334,11664250619
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,direzione vento,ambientali,,18/08/2010,2010,8,ASSENTE,45.74101666666667,13.668983333333333,11654040822
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,ammonio,nutrienti,µM-N,16/05/2016,2016,5,"1,18",45.76743333333334,13.6308,11674250616
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,altezza onda,ambientali,m,18/08/2010,2010,8,ASSENTE,45.74101666666667,13.668983333333333,11654040824
Filtri - Duino-Aurisina,Diga porticciolo,dismessa,,provenienza onda,ambientali,,18/08/2010,2010,8,ASSENTE,45.74101666666667,13.668983333333333,11654040825
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitriti,nutrienti,µM-N,16/05/2016,2016,5,"0,10",45.76743333333334,13.6308,11674250617
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitrati,nutrienti,µM-N,16/05/2016,2016,5,"57,06",45.76743333333334,13.6308,11674250618
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,direzione vento,ambientali,,18/08/2010,2010,8,ASSENTE,45.749116666666666,13.655783333333334,11664040822
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,fosfati,nutrienti,µM-P,16/05/2016,2016,5,"0,15",45.76743333333334,13.6308,11674250619
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,altezza onda,ambientali,m,18/08/2010,2010,8,ASSENTE,45.749116666666666,13.655783333333334,11664040824
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,provenienza onda,ambientali,,18/08/2010,2010,8,ASSENTE,45.749116666666666,13.655783333333334,11664040825
Punta Sottile - Muggia,Terrazza mare,attiva,,ammonio,nutrienti,µM-N,27/06/2016,2016,6,"0,63",45.60555,13.72195,11614254816
Punta Sottile - Muggia,Terrazza mare,attiva,,nitriti,nutrienti,µM-N,27/06/2016,2016,6,"0,02",45.60555,13.72195,11614254817
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,direzione vento,ambientali,,18/08/2010,2010,8,SO,45.76743333333334,13.6308,11674040822
Punta Sottile - Muggia,Terrazza mare,attiva,,nitrati,nutrienti,µM-N,27/06/2016,2016,6,"2,54",45.60555,13.72195,11614254818
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,altezza onda,ambientali,m,18/08/2010,2010,8,ASSENTE,45.76743333333334,13.6308,11674040824
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,provenienza onda,ambientali,,18/08/2010,2010,8,ASSENTE,45.76743333333334,13.6308,11674040825
Punta Sottile - Muggia,Terrazza mare,attiva,,fosfati,nutrienti,µM-P,27/06/2016,2016,6,"0,12",45.60555,13.72195,11614254819
Barcola - Trieste,ex CEDAS,attiva,,ammonio,nutrienti,µM-N,27/06/2016,2016,6,"0,71",45.68695,13.745716666666667,11634254816
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,direzione vento,ambientali,,18/08/2010,2010,8,SSE,45.78403333333333,13.545166666666667,11694040822
Barcola - Trieste,ex CEDAS,attiva,,nitriti,nutrienti,µM-N,27/06/2016,2016,6,"0,03",45.68695,13.745716666666667,11634254817
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,altezza onda,ambientali,m,18/08/2010,2010,8,ASSENTE,45.78403333333333,13.545166666666667,11694040824
Marina Nova - Monfalcone,Spiaggia Camping - Isola Panzano Lido,dismessa,,provenienza onda,ambientali,,18/08/2010,2010,8,ASSENTE,45.78403333333333,13.545166666666667,11694040825
Barcola - Trieste,ex CEDAS,attiva,,nitrati,nutrienti,µM-N,27/06/2016,2016,6,"3,21",45.68695,13.745716666666667,11634254818
Barcola - Trieste,ex CEDAS,attiva,,fosfati,nutrienti,µM-P,27/06/2016,2016,6,"0,07",45.68695,13.745716666666667,11634254819
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,ammonio,nutrienti,µM-N,27/06/2016,2016,6,"0,69",45.749116666666666,13.655783333333334,11664254816
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitriti,nutrienti,µM-N,27/06/2016,2016,6,"0,08",45.749116666666666,13.655783333333334,11664254817
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,direzione vento,ambientali,,19/08/2010,2010,8,SSO,45.76586666666667,13.527766666666666,11704040922
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,nitrati,nutrienti,µM-N,27/06/2016,2016,6,"3,57",45.749116666666666,13.655783333333334,11664254818
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,altezza onda,ambientali,m,19/08/2010,2010,8,ASSENTE,45.76586666666667,13.527766666666666,11704040924
Staranzano - Monfalcone,Spiaggia - Lido di Staranzano,dismessa,,provenienza onda,ambientali,,19/08/2010,2010,8,ASSENTE,45.76586666666667,13.527766666666666,11704040925
Canovella de' Zoppoli - Duino-Aurisina,Pozza di marea,attiva,,fosfati,nutrienti,µM-P,27/06/2016,2016,6,"0,29",45.749116666666666,13.655783333333334,11664254819
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,ammonio,nutrienti,µM-N,27/06/2016,2016,6,"0,83",45.76743333333334,13.6308,11674254816
Grado,Spiaggia - Lido del Carabiniere,dismessa,,direzione vento,ambientali,,19/08/2010,2010,8,S,45.6865,13.4451,11714040922
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitriti,nutrienti,µM-N,27/06/2016,2016,6,"0,11",45.76743333333334,13.6308,11674254817
Grado,Spiaggia - Lido del Carabiniere,dismessa,,altezza onda,ambientali,m,19/08/2010,2010,8,ASSENTE,45.6865,13.4451,11714040924
Grado,Spiaggia - Lido del Carabiniere,dismessa,,provenienza onda,ambientali,,19/08/2010,2010,8,ASSENTE,45.6865,13.4451,11714040925
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,nitrati,nutrienti,µM-N,27/06/2016,2016,6,"12,88",45.76743333333334,13.6308,11674254818
Sistiana - Duino-Aurisina,Spiaggia ex Castelreggio,attiva,,fosfati,nutrienti,µM-P,27/06/2016,2016,6,"0,10",45.76743333333334,13.6308,11674254819
Lignano Sabbiadoro,Spiaggia,dismessa,,direzione vento,ambientali,,19/08/2010,2010,8,SSE,45.66175,13.10955,11734040922
Punta Sottile - Muggia,Terrazza mare,attiva,,ammonio,nutrienti,µM-N,25/07/2016,2016,7,"1,16",45.60555,13.72195,11614257616
